CONFIG_ID;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;MNRG
692;acs;3;4.81;7.81;0.71;67;0.83;NA;NA;10;1;0.390829432416618
693;acs;3;3.2;7.42;0.52;43;0.17;NA;NA;16;1;0.470775672908133
694;acs;3;4.33;9.43;0.4;62;0.28;NA;NA;10;1;0.316489906377999
695;acs;3;4.81;9.25;0.57;63;0.05;NA;NA;18;1;0.338504973668812
696;acs;3;4.83;7.55;0.55;70;0.55;NA;NA;8;1;0.329373537156232
697;acs;3;3.23;9.53;0.41;51;0.27;NA;NA;13;1;0.300546737858397
698;acs;3;4.78;9.7;0.31;55;0;NA;NA;16;1;0.314314291983616
699;acs;3;4.89;9.66;0.53;57;0.36;NA;NA;20;1;0.452195728496197
7;acs;3;4.79;2.25;0.12;53;0.17;NA;NA;9;1;0.285261483323581
70;acs;3;1.82;1.98;0.96;28;0.27;NA;NA;20;1;0.515763970157987
700;acs;3;4.9;9.7;0.55;66;0.08;NA;NA;15;1;0.316684098888239
701;acs;3;4.7;8.39;0.56;69;0.05;NA;NA;14;1;0.376298273844353
702;acs;3;4.72;9.89;0.59;62;0;NA;NA;13;1;0.292223522527794
703;acs;3;4.49;9.36;0.61;63;0.18;NA;NA;13;1;0.275518578115857
704;acs;3;4.77;9.27;0.52;67;0.12;NA;NA;12;1;0.32482336161498
705;eas;3;3.33;2.67;0.08;44;NA;NA;284;22;1;0.983386483323581
706;as;3;4.89;8.29;0.89;14;NA;NA;NA;30;1;0.942080529549444
707;eas;3;2;3.76;0.5;52;NA;NA;671;17;1;0.906159303686366
708;ras;3;4.38;6.03;0.37;6;NA;21;NA;14;0;0.919981348741954
709;acs;3;2.38;1.83;0.91;32;0.85;NA;NA;18;0;0.772367978349912
71;acs;3;1.81;0.79;0.26;35;0.61;NA;NA;15;1;0.426633265067291
710;acs;3;3.01;2.7;0.74;49;0.71;NA;NA;12;0;0.743415740198947
711;acs;3;3.19;0.85;0.17;52;0.77;NA;NA;33;0;0.713407694558221
712;acs;3;3.4;7.17;0.94;47;0.54;NA;NA;17;0;0.786728715623171
713;acs;3;4.22;7;0.67;23;0.79;NA;NA;30;1;0.78343036863663
714;acs;3;2.28;7.1;0.75;44;0.37;NA;NA;34;1;0.638917129900527
715;acs;3;1.77;3.31;0.6;31;0.61;NA;NA;14;1;0.389701214160328
716;acs;3;2.68;5.37;0.57;50;0.19;NA;NA;17;1;0.369793739028672
717;acs;3;2.94;9.61;0.76;57;0.42;NA;NA;20;1;0.453454505558806
718;acs;3;2.93;8.29;0.77;62;0.8;NA;NA;12;1;0.3018150234055
719;acs;3;1.98;6.95;0.4;43;0.61;NA;NA;19;1;0.416646796372147
72;acs;3;2.7;1;0.75;55;0.49;NA;NA;14;1;0.284976960210649
720;acs;3;3.77;7.38;0.81;66;0.54;NA;NA;19;1;0.356472352252779
721;acs;3;2.93;9.02;0.46;56;0.28;NA;NA;18;1;0.535564657694558
722;acs;3;3.37;6.54;0.9;66;0.63;NA;NA;14;1;0.305598668812171
723;acs;3;3.33;7.45;0.77;63;0.52;NA;NA;22;1;0.423604812755998
724;acs;3;3.12;7.88;0.75;56;0.32;NA;NA;24;1;0.464471181977765
725;acs;3;3.32;7.42;0.91;63;0.63;NA;NA;13;1;0.316155280866004
726;acs;3;3.02;7.02;0.87;64;0.56;NA;NA;13;1;0.288937244002341
727;acs;3;3.11;6.37;0.84;68;0.77;NA;NA;11;1;0.271954359274429
728;acs;3;3.09;6.46;0.91;64;0.6;NA;NA;15;1;0.294554198361615
729;acs;3;3.34;7.65;0.91;63;0.42;NA;NA;21;1;0.423641018139263
73;acs;3;2.4;0.91;0.81;56;0.45;NA;NA;12;1;0.323918227033353
730;mmas;3;1.95;5.93;0.48;25;NA;NA;NA;49;0;0.795395699239321
731;acs;3;3.4;5.56;0.6;47;0.22;NA;NA;35;1;0.771338867758923
732;acs;3;2.55;7.88;0.63;51;0.61;NA;NA;45;1;0.668976740784084
733;acs;3;2.92;7.28;0.88;38;0.87;NA;NA;35;1;0.830187975424225
734;acs;3;4.21;7.74;0.4;58;0.45;NA;NA;25;1;0.498560561732007
735;acs;3;2.77;8.07;0.31;48;0.57;NA;NA;20;1;0.411110664131071
736;acs;3;2.7;8.94;0.61;42;0.1;NA;NA;23;1;0.505559537741369
737;acs;3;3.32;4.29;0.21;53;0.49;NA;NA;25;1;0.499776916325336
738;acs;3;2.86;8.59;0.46;51;0.56;NA;NA;15;1;0.325444704505559
739;acs;3;2.02;6.84;0.38;44;0.46;NA;NA;19;1;0.458199970743125
74;acs;3;2.64;1.55;0.78;61;0.44;NA;NA;14;1;0.338779622586308
740;acs;3;2.74;8.66;0.39;48;0.21;NA;NA;16;1;0.349250292568754
741;acs;3;3.25;5.99;0.62;59;0.03;NA;NA;23;1;0.461993124634289
742;acs;3;2.22;4.8;0.37;50;0.44;NA;NA;14;1;0.290910254534816
743;acs;3;1.99;7.02;0.37;41;0.44;NA;NA;16;1;0.374224327091867
744;acs;3;2.62;6.46;0.75;60;0.23;NA;NA;20;1;0.436345084844939
745;acs;3;3.13;7.72;0.48;53;0.33;NA;NA;16;1;0.316273771211235
746;acs;3;1.97;5.37;0.42;48;0.42;NA;NA;12;1;0.300257094792276
747;acs;3;3.18;7.31;0.51;56;0.23;NA;NA;15;1;0.278489979520187
748;acs;3;2.5;3.54;0.34;53;0.4;NA;NA;14;1;0.31637361029842
749;acs;3;2.11;4.67;0.41;49;0.49;NA;NA;16;1;0.327986395552955
75;acs;3;2.67;1.18;0.76;59;0.44;NA;NA;12;1;0.307977252779403
750;eas;3;1.54;9.11;0.17;5;NA;NA;541;20;1;0.877905207723815
751;ras;3;3.65;1.45;0.81;21;NA;9;NA;33;0;0.88024722059684
752;acs;3;3.88;4.83;0.09;24;0.02;NA;NA;17;1;0.53426382387361
753;acs;3;4.78;9.82;0.32;24;0.68;NA;NA;26;1;0.746693241661791
754;acs;3;2.87;2.71;0.35;42;0.21;NA;NA;27;1;0.639853715623171
755;acs;3;1.51;5.29;0.18;33;0.42;NA;NA;10;1;0.639469719133997
756;acs;3;3.4;1.39;0.36;5;0.27;NA;NA;16;1;0.549325263311878
757;acs;3;3.47;4.4;0.27;16;0.12;NA;NA;28;1;0.66406780280866
758;acs;3;3.32;5.76;0.18;31;0.54;NA;NA;23;1;0.605357299590404
759;acs;3;2.11;3.97;0.33;19;0.19;NA;NA;16;1;0.4765890140433
76;mmas;3;3.36;2.76;0.2;48;NA;NA;NA;26;1;0.695906963136337
760;acs;3;2.33;4.86;0.38;51;0.4;NA;NA;21;1;0.440059245172616
761;acs;3;2.44;5.02;0.1;43;0.54;NA;NA;16;1;0.484637946167349
762;acs;3;3.1;6.34;0.15;42;0.21;NA;NA;10;1;0.292917276184903
763;acs;3;2.54;3.1;0.5;43;0.12;NA;NA;22;1;0.509282109420714
764;acs;3;2.17;5.85;0.17;45;0.65;NA;NA;10;1;0.350228203627853
765;acs;3;2.77;7.11;0.13;34;0.27;NA;NA;14;1;0.304061951433587
766;acs;3;2.87;6.55;0.15;41;0.26;NA;NA;12;1;0.2661369953189
767;acs;3;2.78;5.02;0.39;53;0.33;NA;NA;25;1;0.47841281451141
768;acs;3;3.12;7.95;0.12;34;0.31;NA;NA;13;1;0.318826799297835
769;eas;3;2.4;3.62;0.42;74;NA;NA;263;43;1;0.926329724985372
77;acs;3;2.09;0.77;0.49;9;0.57;NA;NA;16;1;0.556060927442949
770;acs;3;3.17;7.75;0.51;53;0.91;NA;NA;11;0;0.641912302516091
771;acs;3;2.69;2.2;0.88;52;0.25;NA;NA;36;1;0.733349912229374
772;acs;3;3.32;6.41;0.4;50;0.15;NA;NA;27;0;0.568657475131656
773;acs;3;3.04;4.02;0.93;62;0.43;NA;NA;23;1;0.488715988882387
774;acs;3;1.5;5.72;0.29;29;0.86;NA;NA;23;1;0.477246562317145
775;acs;3;2.22;6.81;0.48;56;0.95;NA;NA;5;0;0.813353935049737
776;acs;3;3.31;9.1;0.87;60;0.78;NA;NA;9;1;0.361666544763019
777;acs;3;3.02;6.2;0.92;63;0.57;NA;NA;7;1;0.457627998829725
778;acs;3;3.55;8.11;0.92;72;0.82;NA;NA;8;1;0.394767773551785
779;acs;3;3.59;6.58;0.92;62;0.37;NA;NA;14;1;0.347035547103569
78;acs;3;3.11;5.06;0.14;25;0.42;NA;NA;28;1;0.630855763604447
780;acs;3;3.89;8.19;0.94;62;0.77;NA;NA;17;1;0.457473303101229
781;acs;3;3.26;6.61;0.64;59;0.73;NA;NA;11;1;0.35835283791691
782;acs;3;3.72;8.1;1;74;0.9;NA;NA;15;1;0.377614467524868
783;acs;3;2.7;3.04;0.72;69;0.73;NA;NA;8;1;0.329601740784084
784;acs;3;2.09;5.89;0.89;58;0.67;NA;NA;12;1;0.255146650087771
785;acs;3;3.23;7.6;0.96;69;0.61;NA;NA;10;1;0.285174444119368
786;acs;3;2.9;7.33;0.82;59;0.31;NA;NA;13;1;0.285802004095963
787;acs;3;4.03;8;0.97;73;0.94;NA;NA;14;1;0.327786351667642
788;acs;3;3.18;7.22;0.85;63;0.67;NA;NA;9;1;0.320762507314219
789;acs;3;3.24;9.01;0.96;67;0.51;NA;NA;12;1;0.342475863077823
79;acs;3;1.96;1.05;0.39;30;0.72;NA;NA;18;1;0.435036571094207
790;acs;3;3.71;8.73;0.94;69;0.82;NA;NA;13;1;0.299769236395553
791;acs;3;3.59;8.01;0.92;70;0.84;NA;NA;11;1;0.288468402574605
